id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
10047956568026797881,0,2014-10-21 00:00:00,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5a83756c,1f0bc64f,1,0,20366,320,50,2333,0,39,-1,157
10060080737601186118,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6e93acc,8a4875bd,1,0,15701,320,50,1722,0,35,100084,79
10101644009186275581,0,2014-10-21 00:00:00,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,a96a47c0,96db84ee,b4196eca,4,0,21665,320,50,2493,3,35,-1,117
10242171825760542111,0,2014-10-21 00:00:00,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,61468736,5db079b5,1,2,20366,320,50,2333,0,39,100103,157
10260687987362092029,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,056c2c1b,4ea23a13,1,0,20596,320,50,2161,0,35,-1,157
1042105605292374202,0,2014-10-21 00:00:00,1005,1,930c2840,9d3b56b1,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,38b1b13e,900981af,1,2,20596,320,50,2161,0,35,-1,157
10466745806386449320,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,ecb8b599,cb1c2934,0dedddc5,1,2,18987,320,50,2158,3,291,100190,61
10531026414895278198,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4cf55065,570d21dc,1,0,15701,320,50,1722,0,35,-1,79
10671282808001344450,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4773b8f6,7fdd04d2,1,0,15703,320,50,1722,0,35,100084,79
10722726943962949601,0,2014-10-21 00:00:00,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a98e3a73,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
10875582139369474949,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1ef6ae81,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79
10903324268248144539,1,2014-10-21 00:00:00,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,004b4a39,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
10970131327006448140,0,2014-10-21 00:00:00,1002,0,85f751fd,c4e18dd6,50e219e0,9f41cdad,7801e8d9,07d7df22,a4497761,7f124a35,23c526cf,0,0,21665,320,50,2493,3,35,-1,117
11171052458039738083,1,2014-10-21 00:00:00,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5083786e,05e70df4,1,0,17654,300,250,1994,2,39,100084,33
11207648661556051661,1,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ad30959f,5db079b5,1,2,15707,320,50,1722,0,35,-1,79
1124230849664354111,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f02fc798,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79
11418705869909950455,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8a62c4d2,ecb851b2,1,0,15708,320,50,1722,0,35,100083,79
1174432740520204761,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a143158b,36d749e5,1,0,15705,320,50,1722,0,35,-1,79
11942066044929998784,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aab60eb4,d17a0181,1,0,15706,320,50,1722,0,35,100084,79
1210035311285849264,1,2014-10-21 00:00:00,1002,0,85f751fd,c4e18dd6,50e219e0,08a53ae7,7801e8d9,07d7df22,62c5c5b0,cc73af0a,09d87df2,0,0,15708,320,50,1722,0,35,100084,79
12116324603615144043,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,6e1bc8d2,5db079b5,1,2,20596,320,50,2161,0,35,100161,157
12296772226353128900,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,ae280cba,33da2e74,cef3e649,a99f214a,f550deed,38fa23d7,1,2,21611,320,50,2480,3,297,100111,61
12389310388107633792,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a4f37811,2203a096,1,0,15707,320,50,1722,0,35,-1,79
12514620858129665864,0,2014-10-21 00:00:00,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7e3739ea,ecb851b2,1,0,17614,320,50,1993,2,1063,100084,33
12626558754872245188,1,2014-10-21 00:00:00,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,478ce7c1,ecb851b2,1,0,17654,300,250,1994,2,39,-1,33
12702675302204147400,0,2014-10-21 00:00:00,1002,0,61a8c644,948ff336,50e219e0,ecad2386,7801e8d9,07d7df22,cbbfa6d3,728df9a0,66960a7d,0,0,19665,320,50,2253,2,303,-1,52
12882007282561679293,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1b29ea8c,e9b8d8d7,1,0,15706,320,50,1722,0,35,100084,79
12930284172219602208,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c3501bd5,7dc3b26e,1,0,15704,320,50,1722,0,35,100084,79
1295795889203414356,1,2014-10-21 00:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,adbc2271,d787e91b,1,0,17014,320,50,1872,3,39,-1,23
13117607624616163702,1,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,3aa4245a,2347f47a,f95efa07,a99f214a,143b82ae,e1f641eb,1,0,380,320,50,112,3,1319,-1,15
13379672478311944843,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,676617bf,5096d134,1,0,15702,320,50,1722,0,35,-1,79
13394813842325021771,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,23877a9e,fbec56bc,1,0,15699,320,50,1722,0,35,-1,79
13968433201866009293,0,2014-10-21 00:00:00,1005,1,cbb01868,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,10dcdfb1,7d9f621e,1,0,20352,320,50,2333,0,39,-1,157
13998609899649017661,0,2014-10-21 00:00:00,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d0aa00c7,d787e91b,1,0,20362,320,50,2333,0,39,-1,157
14319868299499628259,1,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3f606d9c,1ccc7835,1,0,15705,320,50,1722,0,35,100083,79
14489016050874624668,0,2014-10-21 00:00:00,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a85e6506,744ae245,1,0,20596,320,50,2161,0,35,-1,157
14699255713789204589,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e3ce7ecb,04f5b394,1,0,15704,320,50,1722,0,35,100084,79
14709427912271387111,1,2014-10-21 00:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1b8563aa,d787e91b,1,0,17037,320,50,1934,2,39,-1,16
14770947819984773171,0,2014-10-21 00:00:00,1005,1,469fd1ad,11378a51,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d5b9a501,900981af,1,2,20596,320,50,2161,0,35,100130,157
14837007472969577611,0,2014-10-21 00:00:00,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8a014cbb,eb9d69e8,1,0,17914,320,50,2043,2,39,-1,32
14945900686970317733,0,2014-10-21 00:00:00,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,01085ad7,d787e91b,1,0,15703,320,50,1722,0,35,100084,79
15211259375614463272,0,2014-10-21 00:00:00,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dd614197,1f883dc7,1,0,19771,320,50,2227,0,687,-1,48
15244204842625904030,0,2014-10-21 00:00:00,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,15de6447,8a4875bd,1,0,20352,320,50,2333,0,39,100075,157
15284641810139398885,0,2014-10-21 00:00:00,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cf515a7a,0671f8e1,1,0,16920,320,50,1899,0,431,100081,117
1529387096827236414,1,2014-10-21 00:00:00,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2b035031,c7dc7dd8,1,0,19665,320,50,2253,2,303,-1,52
15295002768544562606,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,de71121f,e9c523a8,66d46f3d,1,2,20596,320,50,2161,0,35,-1,157
15425348153866606164,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,04f5b394,1,0,15699,320,50,1722,0,35,-1,79
15918250233994951944,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7b1cc58f,cbb77256,1,0,15707,320,50,1722,0,35,-1,79
16108009927502402505,0,2014-10-21 00:00:00,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,213b6fb0,46d98882,1,0,19772,320,50,2227,0,687,100077,48
16213692731130052363,0,2014-10-21 00:00:00,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,9c6b2266,1f0bc64f,1,0,18993,320,50,2161,0,35,100210,157
1631536921052708809,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f4dbe1f8,be87996b,1,2,15704,320,50,1722,0,35,100084,79
16610140830796705194,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bdc400e7,779d90c2,1,0,15708,320,50,1722,0,35,-1,79
16621715575395514478,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3774a03e,0eb711ec,1,0,15703,320,50,1722,0,35,-1,79
16726411993691495734,0,2014-10-21 00:00:00,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4a070647,1f0bc64f,1,0,17914,320,50,2043,2,39,-1,32
16856016196677549093,1,2014-10-21 00:00:00,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,eca1c6f9,36a30aeb,1,0,17654,300,250,1994,2,39,100083,33
16991764791943615034,0,2014-10-21 00:00:00,1005,0,c65c4fc4,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8cded8b2,8a4875bd,1,0,16208,320,50,1800,3,167,-1,23
16994031523099315218,1,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,7fb885a0,4ea23a13,1,0,20633,320,50,2374,3,39,-1,23
16998888403607747553,0,2014-10-21 00:00:00,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7ab152a5,3bd9e8e7,1,0,17753,320,50,1993,2,1063,-1,33
17133729175653421571,0,2014-10-21 00:00:00,1010,1,85f751fd,c4e18dd6,50e219e0,a607e6a7,7801e8d9,0f2161f8,104811b5,b69c2b49,7abbbd5c,4,0,21665,320,50,2493,3,35,100013,117
1713526101134725569,0,2014-10-21 00:00:00,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,1129eba4,723c3306,ee007ad3,4,0,21665,320,50,2493,3,35,100221,117
17190056975509574223,0,2014-10-21 00:00:00,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2edbea38,4ceb2e0b,1,0,20366,320,50,2333,0,39,100079,157
17284589157102071206,1,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6f3a243b,d787e91b,1,0,15707,320,50,1722,0,35,100084,79
17421924166836157250,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,10dc7966,711ee120,1,0,15705,320,50,1722,0,35,100084,79
18019169915550840206,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,07875ea4,f07e20f8,1,2,15707,320,50,1722,0,35,-1,79
1802502561901827046,0,2014-10-21 00:00:00,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6f88c745,d787e91b,1,0,15704,320,50,1722,0,35,-1,79
18051874208444822393,0,2014-10-21 00:00:00,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4b6dd5a5,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
18267651710999612755,0,2014-10-21 00:00:00,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6d634183,f50d4405,1,0,20366,320,50,2333,0,39,-1,157
18356389853450008131,0,2014-10-21 00:00:00,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,54c664bf,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
18369058057279974238,1,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0ace04fa,4ea23a13,1,0,15702,320,50,1722,0,35,-1,79
18408262674296671612,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,6415a993,2347f47a,0f2161f8,a99f214a,357608d1,3de05cb4,1,2,15006,320,50,1637,0,161,100046,91
1972142892562537608,0,2014-10-21 00:00:00,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,dce83cbd,c6263d8a,1,0,20366,320,50,2333,0,39,-1,157
2015053389077597644,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,74fe9d68,f39b265e,1,0,15705,320,50,1722,0,35,100083,79
2111684335642915000,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bca8f26d,d5db24c3,1,0,15703,320,50,1722,0,35,-1,79
2239119037553715821,0,2014-10-21 00:00:00,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,3bd9e8e7,1,0,17753,320,50,1993,2,1063,-1,33
257822500090955894,1,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c2d8b26e,f39b265e,1,0,15708,320,50,1722,0,35,100084,79
2684077607787112058,1,2014-10-21 00:00:00,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a8d8ce51,a0f5f879,1,0,17653,300,250,1994,2,39,-1,33
2689408433793522643,0,2014-10-21 00:00:00,1005,0,395fa97c,3f797953,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6bb39c75,be74e6fe,1,0,20596,320,50,2161,0,35,-1,157
2768311134694415276,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ff1c4f79,f39b265e,1,0,15701,320,50,1722,0,35,-1,79
2881841430750521875,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,2af0737a,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
2893299580606105382,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6c3f69a8,1f0bc64f,1,0,15704,320,50,1722,0,35,100084,79
3363889133006690694,1,2014-10-21 00:00:00,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,67c725e5,6ac9eb05,1,0,20018,300,250,2286,3,39,100075,23
3429543040495588422,1,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c21055e4,cab7ad1c,1,0,15705,320,50,1722,0,35,-1,79
3480515901204279252,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9faeb86f,c6263d8a,1,0,15703,320,50,1722,0,35,-1,79
3583924196411391604,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c65caa1a,f39b265e,1,0,15707,320,50,1722,0,35,-1,79
3596510991835227849,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,0e3fc8cd,dc70b0f9,1,0,20596,320,50,2161,0,35,100217,157
3667986986703526783,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,7fd82f88,7801e8d9,0f2161f8,d48f31c0,5a2b0d87,a76c4b0a,1,0,18993,320,50,2161,0,35,-1,157
3677120664904406542,0,2014-10-21 00:00:00,1005,0,02d5151c,64778742,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2eae630c,96629d1d,1,0,20596,320,50,2161,0,35,-1,157
3762052516524665613,1,2014-10-21 00:00:00,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,64f6c466,be6db1d7,1,0,19950,320,50,1800,3,167,100075,23
3810402930797707840,1,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7e6d8ac6,4ea23a13,1,0,15708,320,50,1722,0,35,-1,79
3823076495524955184,0,2014-10-21 00:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,86038b4c,1f0bc64f,1,0,15702,320,50,1722,0,35,-1,79
3990948489164219401,1,2014-10-21 00:00:00,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,80c32aa2,d787e91b,1,0,20352,320,50,2333,0,39,-1,157
418251361112359648,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,7f275c83,542422a7,1,0,19743,320,50,2264,3,427,100000,61
4277492701285987860,0,2014-10-21 00:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,db91d195,c6263d8a,1,0,20634,320,50,2374,3,39,-1,23
